 -0.98940043375051789        7.2425890035769949E-002  -1.5160734878704791E-004
 -0.99039683219968555        5.9841209906222728E-002  -1.5107263905234544E-004
 -0.99123914938887137        4.7245784375020895E-002  -1.5039274478171341E-004
 -0.99192736552492144        3.4641637519997263E-002  -1.4956728198361869E-004
 -0.99246148693603264        2.2030792367205312E-002  -1.4859588899700232E-004
 -0.99284154602177266        9.4152705254964605E-003  -1.4747822678956360E-004
 -0.99306760119725035       -3.2029081782472381E-003  -1.4621397924611293E-004
 -0.99313973683144319       -1.5821726063094885E-002  -1.4480285344661302E-004
 -0.99305806317969159       -2.8439167957131611E-002  -1.4324457993353528E-004
 -0.99282271631037544       -4.1053221559474093E-002  -1.4153891296816718E-004
 -0.99243385802579243       -5.3661877801103069E-002  -1.3968563077551582E-004
 -0.99189167577726012       -6.6263131204378670E-002  -1.3768453577746244E-004
 -0.99119638257447040       -7.8854980241103545E-002  -1.3553545481383503E-004
 -0.99034821688912700       -9.1435427688998386E-002  -1.3323823935107703E-004
 -0.98934744255290374      -0.10400248098645408       -1.3079276567820388E-004
 -0.98819434864976186      -0.11655415258542491       -1.2819893508975237E-004
 -0.98688924940267364      -0.12908846030232687       -1.2545667405544235E-004
 -0.98543248405479889      -0.14160342766680595       -1.2256593437628575E-004
 -0.98382441674517040      -0.15409708426824131       -1.1952669332689345E-004
 -0.98206543637894317      -0.16656746609984927       -1.1633895378374791E-004
 -0.98015595649227216      -0.17901261590025458       -1.1300274433922597E-004
 -0.97809641511188294      -0.19143058349239711       -1.0951811940117482E-004
 -0.97588727460940650      -0.20381942611964229       -1.0588515927786243E-004
 -0.97352902155055154      -0.21617720877896668       -1.0210397024814267E-004
 -0.97102216653919504      -0.22850200455108996       -9.8174684616695283E-005
 -0.96836724405647068      -0.24079189492742792       -9.4097460754220209E-005
 -0.96556481229494351      -0.25304497013374239       -8.9872483122486823E-005
 -0.96261545298796081      -0.26525932945036607       -8.5499962284158663E-005
 -0.95951977123427190      -0.27743308152888363       -8.0980134897335734E-005
 -0.95627839531801484      -0.28956434470515185       -7.6313263694776964E-005
 -0.95289197652417179      -0.30165124730854537       -7.1499637447787427E-005
 -0.94936118894959542      -0.31369192796731665       -6.6539570914775627E-005
 -0.94568672930971542      -0.32568453590996305       -6.1433404774508012E-005
 -0.94186931674103436      -0.33762723126249589       -5.6181505544109114E-005
 -0.93790969259952706      -0.34951818534151102       -5.0784265481876968E-005
 -0.93380862025505929      -0.36135558094296294       -4.5242102475004676E-005
 -0.92956688488194428      -0.37313761262654982       -3.9555459912319955E-005
 -0.92518529324575893      -0.38486248699561809       -3.3724806542175092E-005
 -0.92066467348654268      -0.39652842297250240       -2.7750636315640207E-005
 -0.91600587489850493      -0.40813365206921837       -2.1633468215172611E-005
 -0.91120976770636863      -0.41967641865343114       -1.5373846068954683E-005
 -0.90627724283847932      -0.43115498020962684       -8.9723383511117376E-006
 -0.90120921169681034      -0.44256760759541791       -2.4295379680398782E-006
 -0.89600660592399761      -0.45391258529291878        4.2539379689081630E-006
 -0.89067037716753628      -0.46518821165513247        1.1077448384113888E-005
 -0.88520149684127525      -0.47639279914729293        1.8040328491478593E-005
 -0.87960095588434373      -0.48752467458311377        2.5141890061005668E-005
 -0.87386976451764753      -0.49858217935589788        3.2381421697866446E-005
 -0.86800895199807104      -0.50956366966446776        3.9758189133622000E-005
 -0.86201956637052213      -0.52046751673388070        4.7271435529259598E-005
 -0.85590267421795707      -0.53129210703089902        5.4920381789689777E-005
 -0.84965936040952295      -0.54203584247418912        6.2704226889338102E-005
 -0.84329072784695447      -0.55269714063922837        7.0622148208454436E-005
